id,seller,price,area_total,area_kitchen,area_living,floor,rooms,ceiling,bathrooms_shared,bathrooms_private,windows_court,windows_street,balconies,loggias,condition,phones,building_id,new,latitude,longitude,district,constructed,material,stories,elevator_without,elevator_passenger,elevator_service,parking,garbage_chute,heating,distance_from_center,angle,average_room_size,bathroom_amount,relative_floor
7602,4,9700000.0,99.0,24.0,34.0,3,3,3.0,0,2,1,0,0,1,2,2,4691,0,55.853511,37.384711,8,2013,7,3,True,True,True,1,True,3,0.2283029068629015,-1.023044550644871,33.0,2,1.0
16790,4,60000000.0,160.0,10.7,30.9,4,4,2.8,3,0,1,0,1,0,2,1,5831,0,55.667675,37.51043,7,2009,7,11,True,False,False,3,False,1,0.0962682818611527,-2.339742410609049,40.0,3,0.3636363636363636
18509,1,6999000.0,56.6,10.1,28.7,3,2,2.8,0,1,0,1,0,1,1,1,326,0,55.687304000000005,37.918589,4,2010,7,25,False,True,True,3,True,2,0.3422624579755074,1.709478999867134,28.3,1,0.12
3283,4,46430000.0,81.5,23.4,27.7,2,2,2.8,3,0,2,2,0,0,2,1,3880,0,55.761538,37.554214,0,2016,2,18,True,True,True,0,False,4,0.0370105832560255,-0.7563247213180467,40.75,3,0.1111111111111111
13403,3,6693270.0,60.6,15.3,13.2,6,2,2.8,1,0,1,0,0,1,4,1,2470,1,55.7042,37.94429,4,2021,7,17,True,True,True,1,False,4,0.3659437663877003,1.6540140430234602,30.3,1,0.3529411764705882
7565,2,10700000.0,84.3,12.4,46.9,16,3,2.8,0,1,1,1,1,1,1,1,5717,0,55.485719,37.308175,10,2005,2,17,False,True,True,1,True,0,0.368278463261044,-2.312905830323434,28.1,1,0.9411764705882352
688,1,9900000.0,60.3,9.0,30.5,23,2,3.0,0,1,1,0,0,2,2,1,1172,0,55.86268100000001,37.372440000000005,8,2019,2,25,True,True,True,0,True,0,0.2435583280393587,-1.0171401953691774,30.15,1,0.92
9245,2,6500000.0,33.1,6.0,18.8,8,1,2.64,0,1,1,0,0,0,1,1,8507,0,55.615848,37.494476,6,1972,3,9,True,True,False,1,True,0,0.1461318757712021,-2.5196670668828665,33.1,1,0.8888888888888888
614,4,33899999.0,115.0,20.0,80.0,12,4,3.1,2,0,2,2,0,0,0,2,2885,0,55.775049,37.469692,8,2011,2,23,False,True,True,0,True,0,0.1171205299964799,-1.2183342144758071,28.75,2,0.5217391304347826
12723,2,10000000.0,79.0,13.4,40.0,8,3,2.8,0,1,1,0,0,2,2,1,3364,0,55.939701,37.526178,2,2019,7,14,True,True,True,1,True,4,0.2119300578128978,-0.2548841098266914,26.33333333333333,1,0.5714285714285714
20769,3,10533600.0,61.6,21.9,24.3,3,2,2.65,0,2,0,1,0,0,4,1,9402,1,55.882308,37.635251,2,2019,7,25,False,True,True,1,False,4,0.1578227003914352,0.3602810597736206,30.8,2,0.12
14602,3,14938560.0,67.2,10.7,30.9,24,2,2.8,0,0,1,1,0,0,4,1,679,1,55.808938,37.578648,1,2021,3,58,False,True,True,0,True,0,0.0743263918487565,-0.0129784902890298,33.6,0,0.4137931034482758
21112,4,9200000.0,68.2,9.0,43.9,1,3,2.5,0,1,2,2,1,0,1,1,5851,0,55.548283,37.527606,6,2001,3,9,False,True,True,3,False,0,0.1934563806832399,-2.869415948618024,22.73333333333333,1,0.1111111111111111
6286,0,6808560.0,69.36,10.7,39.5,4,3,2.8,0,1,2,2,0,1,4,1,1828,1,55.512164,37.353081,11,2020,7,17,True,True,True,3,False,4,0.3174937746764152,-2.347112599086046,23.12,1,0.2352941176470588
9403,2,10700000.0,54.0,5.6,37.0,4,3,2.8,0,1,2,2,1,0,1,1,3485,0,55.690628,37.590147,6,2013,0,5,True,False,False,1,True,0,0.0452336345572468,2.90654609289944,18.0,1,0.8
10030,3,10410480.0,68.4,21.0,23.6,5,2,2.72,0,2,1,0,0,0,4,1,8136,1,55.722512,37.772918,4,2021,2,13,False,True,True,1,False,4,0.1936840804709317,1.6333402589509782,34.2,2,0.3846153846153846
22520,4,20837000.0,101.9,12.9,60.5,12,4,3.0,2,0,1,1,0,0,0,2,198,0,55.843874,37.445347,8,2011,2,32,False,True,True,0,False,0,0.1731015840148589,-0.8877385557444276,25.475,2,0.375
21300,3,4490720.0,27.2,6.9,12.8,15,1,2.66,1,0,1,0,0,0,4,1,2296,1,55.96736,37.152488,9,2020,2,17,False,True,True,1,False,4,0.4864199201787051,-1.0718736124879595,27.2,1,0.8823529411764706
11919,3,10877580.0,58.2,10.7,30.9,16,2,2.8,0,0,1,1,0,0,4,1,5379,1,55.600893000000006,37.724077,5,2018,2,20,True,True,True,0,True,0,0.1968560341089893,2.3176085837460576,29.1,0,0.8
16223,4,68750000.0,136.0,10.7,30.9,8,6,2.8,1,0,2,2,0,0,0,1,7334,0,55.712152,37.612506,5,2017,2,8,True,True,True,0,True,4,0.0398332756200628,2.1700150677952803,22.666666666666668,1,1.0
13313,3,5397233.0,20.39,5.1,9.8,6,1,2.72,1,0,0,1,0,0,4,1,8466,1,55.801136,37.600397,2,2021,2,14,False,True,True,1,False,4,0.0696896869444906,0.3028501683385588,20.39,1,0.4285714285714285
4697,0,10100000.0,47.0,9.3,31.1,6,2,2.8,1,0,1,0,2,0,2,1,2698,0,55.694256,37.585817,6,1965,3,9,False,True,False,3,True,0,0.0408359491567845,2.9890676199163044,23.5,1,0.6666666666666666
2015,3,15312480.0,83.22,7.1,52.1,9,3,3.0,0,2,1,1,1,0,4,1,2344,1,55.850909,37.617527,2,2021,2,11,False,True,True,1,False,4,0.1223156892141024,0.3151630993979258,27.74,2,0.8181818181818182
2474,4,34000000.0,122.0,19.0,62.0,19,3,2.8,0,0,1,0,0,0,0,2,8357,0,55.703971,37.490587,7,2016,7,21,True,True,True,2,True,4,0.0941530192915008,-1.902337479065338,40.66666666666666,0,0.9047619047619048
20990,2,12300000.0,81.0,10.0,46.0,7,3,2.75,0,1,1,1,0,1,1,1,2847,0,55.656372,37.760863,4,1999,3,22,False,True,True,1,True,0,0.1974186340701631,1.9783285809175064,27.0,1,0.3181818181818182
16970,1,7000000.0,39.0,9.0,21.0,4,1,2.64,0,1,1,0,0,2,2,2,8943,0,55.829502000000005,37.821849,3,1990,3,14,False,True,False,3,True,0,0.2601566136865662,1.1974650316341702,39.0,1,0.2857142857142857
22632,3,6837600.0,33.6,10.7,11.5,16,1,2.8,1,0,1,0,0,0,4,1,9735,1,55.86095400000001,37.541844,1,2021,2,23,False,True,True,1,False,4,0.1318608612537483,-0.2904963421279455,33.6,1,0.6956521739130435
16332,4,41300000.0,113.39,13.0,68.9,8,4,2.8,4,0,2,2,0,1,0,1,4448,0,55.683412,37.58385,6,2019,7,18,True,True,False,2,False,4,0.0513808944784941,3.059028875433031,28.3475,4,0.4444444444444444
15538,4,15600000.0,62.4,15.9,24.6,7,1,3.1,1,1,0,1,0,1,0,2,3655,0,55.769135,37.494521,8,2011,2,32,True,True,True,0,False,0,0.0918260079732882,-1.1854316193935563,62.4,2,0.21875
22349,4,6363327.0,39.2,10.4,16.7,13,1,2.8,0,1,2,2,1,0,1,1,7655,0,55.567097,37.496713,11,2019,2,16,True,True,True,0,False,4,0.1869106409985175,-2.682064339266414,39.2,1,0.8125
12541,1,10100000.0,51.0,8.5,32.0,9,2,2.8,0,1,1,1,0,1,2,1,6059,0,55.819059,37.396838,8,1983,3,12,False,True,False,3,True,0,0.2013376902467297,-1.1380114715557557,25.5,1,0.75
20320,1,9000000.0,69.0,8.0,30.0,3,2,2.8,1,0,2,2,0,0,2,1,9565,0,55.85959,37.663503000000006,2,2013,4,4,True,False,False,3,False,0,0.1505178730956982,0.5911846325408919,34.5,1,0.75
17683,1,13028155.0,79.5,30.3,30.1,2,2,2.8,2,0,1,0,0,1,4,1,5890,1,55.882409,37.681748,2,2020,7,22,False,True,True,0,False,4,0.1796492558814206,0.6047137498578088,39.75,2,0.0909090909090909
1081,4,9150000.0,57.0,10.7,30.9,8,3,2.8,0,0,2,2,0,0,4,0,9730,2,55.85678000000001,37.421722,8,2013,7,9,False,False,False,3,False,4,0.1996322457620793,-0.912290388882788,19.0,0,0.8888888888888888
3373,4,76250000.0,145.8,10.7,30.9,55,3,2.8,2,0,0,1,0,0,4,2,1047,1,55.751143000000006,37.533733000000005,0,2020,2,63,True,True,True,0,True,0,0.04876493897152,-1.225077324982474,48.6,2,0.873015873015873
12065,3,9592625.0,47.5,5.4,29.5,3,2,2.8,1,0,2,2,0,1,4,1,7644,1,55.784177,37.49709,8,2022,2,20,False,True,True,1,False,4,0.0962605315720948,-1.0299709604230574,23.75,1,0.15
18156,4,6800000.0,43.0,11.0,18.0,3,1,3.0,1,0,1,0,0,0,1,1,982,0,55.569571,37.491575,11,2015,2,16,False,True,True,1,True,0,0.1870590565872918,-2.651575794047088,43.0,1,0.1875
4759,1,6850000.0,30.0,6.0,12.0,2,1,2.8,0,1,1,0,0,0,1,1,5236,0,55.600989,37.520869,6,1976,2,9,False,True,False,1,True,0,0.1459708426383559,-2.727418647712965,30.0,1,0.2222222222222222
16208,3,13262155.0,68.88,19.8,29.7,11,2,2.8,0,0,2,2,0,1,4,1,8867,0,55.72513299999999,37.775263,4,2019,2,19,False,True,True,0,False,4,0.1958801546340149,1.61923705981134,34.44,0,0.5789473684210527
5616,4,7521000.0,80.0,10.7,30.9,4,3,2.8,0,0,2,2,1,1,4,1,2470,1,55.7042,37.94429,4,2021,7,17,True,True,True,1,False,4,0.3659437663877003,1.6540140430234602,26.666666666666668,0,0.2352941176470588
4010,1,7800000.0,56.0,6.0,38.0,1,3,2.8,0,1,1,0,0,1,4,2,1543,0,55.738875,37.825371,3,1971,3,9,False,True,True,1,False,0,0.2457952518946825,1.553475630163028,18.666666666666668,1,0.1111111111111111
14982,3,13211874.0,77.58,10.7,26.7,11,3,2.95,1,1,0,1,0,0,4,1,767,1,55.699543000000006,37.462415,7,2022,7,30,False,True,True,0,False,4,0.1223336742328751,-1.8615921657328949,25.86,2,0.3666666666666666
10503,3,7904000.0,38.5,10.7,17.1,2,1,2.95,0,0,2,2,0,0,4,1,927,1,55.723709,37.824796,3,2019,7,13,False,True,True,0,False,4,0.2454259451714183,1.6152596909018253,38.5,0,0.1538461538461538
5316,1,8800000.0,54.0,9.0,33.0,8,2,2.7,0,1,1,0,1,0,0,1,9379,0,55.64054300000001,37.681604,5,1988,3,17,False,True,True,3,True,0,0.1387527402123351,2.315839676547629,27.0,1,0.4705882352941176
22912,4,9072000.0,75.6,10.0,30.8,7,2,2.8,0,1,2,2,0,1,4,1,9649,0,55.579688,37.671085,5,2013,4,45,True,True,True,0,True,0,0.1799179278503506,2.6082533202825307,37.8,1,0.1555555555555555
18615,0,57000000.0,173.6,17.6,109.0,11,4,3.09,1,1,1,1,2,1,2,1,9291,0,55.677275,37.53738,6,2009,2,19,True,True,True,2,True,1,0.0712165602804987,-2.506792256014182,43.4,2,0.5789473684210527
12393,1,60000000.0,120.0,12.5,51.0,20,3,3.0,1,0,1,1,0,1,3,1,6061,0,55.66361800000001,37.514778,6,2017,2,22,True,True,True,3,True,1,0.0961483688662312,-2.4015513243657693,40.0,1,0.9090909090909092
13774,0,7600000.0,41.2,11.5,16.2,9,1,2.71,1,0,1,0,1,0,3,1,4669,0,55.620169,37.263052,11,2017,2,17,True,True,True,1,True,1,0.3366142714848688,-1.917713273513955,41.2,1,0.5294117647058824
16780,4,165000000.0,217.0,15.0,202.0,7,5,2.8,0,0,2,2,1,0,3,1,1951,0,55.748711,37.578514,0,2000,2,14,True,True,True,0,True,0,0.0141358881202873,-0.0777967572871456,43.4,0,0.5
8671,1,7470000.0,42.0,10.7,30.9,3,2,2.8,0,1,2,2,1,0,1,1,976,0,55.752141,37.821634,3,1964,0,5,True,False,False,1,False,0,0.2426549192906781,1.4985192090199042,21.0,1,0.6
13088,3,9959800.0,38.0,10.1,17.4,7,1,2.85,1,0,1,0,0,0,4,1,5936,1,55.745412,37.407618,7,2020,2,8,False,True,True,1,False,4,0.1723329964329081,-1.5081199808324497,38.0,1,0.875
20488,4,8600000.0,45.0,8.2,30.3,2,2,2.7,0,1,0,1,2,0,0,2,7800,0,55.853137,37.443182,8,2013,7,5,False,True,True,3,False,4,0.1807210502652035,-0.8555378800610813,22.5,1,0.4
20382,4,22000000.0,66.7,9.9,44.6,4,3,3.2,1,0,1,1,2,0,2,2,9555,0,55.768659,37.63941,0,1933,0,6,False,True,False,1,False,0,0.0688078894973584,1.053275469714631,22.23333333333333,1,0.6666666666666666
14286,4,8544600.0,72.2,13.9,32.4,5,2,2.8,0,1,2,2,0,3,4,1,8108,0,55.69903000000001,37.938711,4,2017,7,25,True,True,True,1,True,0,0.3608575131771612,1.6695771702531683,36.1,1,0.2
8908,1,4900000.0,38.0,9.0,19.0,4,1,2.8,1,0,1,0,1,0,1,2,131,0,55.89558,37.532753,1,1993,3,17,False,True,True,1,True,0,0.167644360801769,-0.2832920677770676,38.0,1,0.2352941176470588
13217,1,11500000.0,33.0,8.0,17.0,5,1,2.8,1,0,1,0,0,0,3,2,5286,0,55.774983,37.470554,8,2018,2,21,False,True,True,1,False,4,0.1162889758018178,-1.2163079849877685,33.0,1,0.238095238095238
20630,4,11800000.0,51.5,8.0,29.5,4,2,2.64,0,1,1,0,1,0,0,1,6151,0,55.774938,37.529555,1,1989,3,12,False,True,False,3,True,0,0.0642765750609699,-0.8927262034659277,25.75,1,0.3333333333333333
10818,3,5214720.0,33.6,10.7,11.5,7,1,2.65,1,0,1,0,0,0,4,1,5751,1,55.542126,37.490209,11,2022,3,17,False,True,True,1,False,4,0.2122407264887967,-2.706784007642108,33.6,1,0.4117647058823529
14282,3,8392440.0,58.2,12.3,30.4,11,2,2.68,0,2,1,0,0,0,4,1,8040,1,55.660749,37.732,4,2021,3,25,False,True,True,1,False,0,0.1693473473529935,2.022164808738916,29.1,2,0.44
9378,2,9800000.0,51.0,6.0,33.7,4,3,2.8,0,0,2,2,0,0,4,0,3578,2,55.650043,37.529897,6,1969,7,9,False,False,False,3,False,4,0.0981047953841572,-2.6101699850468028,17.0,0,0.4444444444444444
2759,4,75000000.0,230.8,10.7,30.9,8,5,2.8,0,0,1,1,0,0,0,1,8776,0,55.723257,37.52766,7,2011,2,53,True,True,True,0,True,0,0.0531802948520183,-1.7860848254754456,46.16,0,0.1509433962264151
6121,4,5900000.0,41.0,8.146895313774625,30.9,2,1,2.8,0,1,2,2,1,0,0,1,8144,0,55.600638,37.356648,11,2016,3,17,False,True,True,3,False,0,0.2601227124888079,-2.111878743830552,41.0,1,0.1176470588235294
2766,4,79000000.0,130.4,18.0,100.0,5,3,3.15,0,2,1,0,0,1,3,1,1860,0,55.735525,37.453639,7,2011,2,22,False,True,True,0,True,1,0.1259768833469226,-1.5635954821768996,43.46666666666667,2,0.2272727272727272
15971,4,16500000.0,119.3,30.0,53.3,10,4,2.8,2,0,1,0,0,2,1,1,3364,0,55.939701,37.526178,2,2019,7,14,True,True,True,1,True,4,0.2119300578128978,-0.2548841098266914,29.825,2,0.7142857142857143
4785,1,7300000.0,58.0,8.2,35.5,14,2,2.8,0,1,2,2,1,0,1,1,673,0,55.502084,37.576178000000006,6,2009,3,14,True,True,True,3,True,0,0.2325592318221065,-3.1268233317379224,29.0,1,1.0
9303,1,7900000.0,67.6,7.6,45.6,1,3,2.8,0,1,2,2,0,1,1,1,757,0,55.537857,37.579987,6,1997,3,16,False,True,True,3,False,0,0.1967612240512907,3.1396899262936566,22.53333333333333,1,0.0625
15519,4,85000000.0,143.0,17.0,67.0,4,3,2.8,1,1,0,1,2,0,1,1,1039,0,55.734973,37.571013,0,2014,2,11,True,True,True,0,False,0,0.0086069469665715,-1.5295235074017546,47.66666666666666,2,0.3636363636363636
4466,4,36500000.0,156.0,15.0,30.9,12,3,2.8,0,0,2,2,0,0,4,0,9675,2,55.641813,37.5008,6,2007,7,16,False,False,False,3,False,4,0.1217545569712749,-2.4375461637487645,52.0,0,0.75
16048,3,7488000.0,36.0,8.1,18.5,14,1,2.8,1,0,2,2,0,0,4,1,1130,1,55.776335,37.736905,3,2020,3,25,False,True,True,0,True,4,0.1627304912306223,1.3115447677904677,36.0,1,0.56
15674,4,19200000.0,53.0,8.0,38.0,30,2,3.1,0,2,1,1,1,0,2,1,4328,0,55.774026,37.467221,8,2011,2,40,False,True,True,1,True,0,0.1191002792225989,-1.2335583154944612,26.5,2,0.75
594,4,20800000.0,101.9,20.0,80.0,12,4,3.1,2,0,2,2,0,0,0,2,198,0,55.843874,37.445347,8,2011,2,32,False,True,True,0,False,0,0.1731015840148589,-0.8877385557444276,25.475,2,0.375
16972,1,7700000.0,51.0,6.5,35.0,5,2,2.8,0,1,1,1,1,0,2,1,5391,0,55.722091000000006,37.825919,3,1971,3,9,False,True,False,1,True,0,0.2466247282620628,1.621611428277704,25.5,1,0.5555555555555556
21853,4,5984945.0,40.2,10.7,22.2,8,2,2.8,1,0,2,2,0,0,4,1,5357,1,55.707649,37.937184,4,2020,2,22,True,True,True,1,True,0,0.3585869679437591,1.6460761318566297,20.1,1,0.3636363636363636
556,4,10507000.0,39.5,7.848838168148723,21.28195573801948,19,1,3.1,2,0,2,2,0,0,0,2,4806,0,55.780709,37.469826,8,2011,2,32,False,True,True,0,False,0,0.1190692814829222,-1.1733173704504505,39.5,2,0.59375
16543,4,5800000.0,40.0,7.948190550024023,30.9,16,1,2.8,1,0,2,2,1,0,1,1,217,0,55.85913000000001,37.662551,2,2008,3,17,False,True,True,3,False,0,0.1496063045964012,0.5876149302899641,40.0,1,0.9411764705882352
20169,3,5999070.0,34.3,10.7,11.5,7,1,2.65,1,0,1,0,0,0,4,1,4162,1,55.59516,37.741109,12,2021,3,9,False,True,True,1,False,1,0.2133766119947912,2.2830961785656085,34.3,1,0.7777777777777778
21045,3,7205546.0,36.53,5.0,13.6,1,1,3.0,1,0,2,2,0,0,4,1,8016,1,55.580192,37.587137,5,2020,2,19,False,True,True,0,False,4,0.15460907154819,3.092906272771087,36.53,1,0.0526315789473684
16749,2,6400000.0,37.9,8.4,19.0,1,1,2.64,1,0,1,0,0,0,0,1,7473,0,55.852278000000005,37.348329,8,1993,3,17,False,True,True,1,True,0,0.2594918463277215,-1.1001918210997723,37.9,1,0.0588235294117647
22046,4,15900000.0,56.0,9.0,30.0,10,2,2.5,0,1,2,2,1,0,1,1,9511,0,55.680534,37.580732,6,2004,3,16,True,True,False,3,True,0,0.0540954506611347,3.120898443407003,28.0,1,0.625
21193,0,7100000.0,31.0,6.159847676268618,16.702294376673514,5,1,2.48,1,0,2,2,1,0,1,1,2552,0,55.649835,37.568668,6,1964,4,5,True,False,False,3,False,0,0.085486369280349,-3.013212666435777,31.0,1,1.0
15988,1,6850000.0,52.0,9.0,31.0,1,2,2.8,0,0,1,0,0,0,4,1,8493,0,55.87743,37.72679,2,1981,3,16,True,True,False,3,True,0,0.2050767833460157,0.8004501590974248,26.0,0,0.0625
10968,1,6400000.0,34.2,9.6,16.4,2,1,2.5,1,0,2,2,0,0,2,2,1862,0,55.709414,37.742465,4,1971,3,12,False,True,True,3,False,0,0.1647911815464503,1.7243432452987075,34.2,1,0.1666666666666666
19464,2,7700000.0,44.0,5.6,29.2,4,2,2.48,1,0,1,0,1,0,1,2,6920,0,55.799836,37.787543,3,1960,0,5,True,False,False,3,False,0,0.2179184453371289,1.2668607539803545,22.0,1,0.8
16252,4,6919425.0,45.9,10.0,17.6,15,1,2.8,0,1,2,2,0,1,4,1,9649,0,55.579688,37.671085,5,2013,4,45,True,True,True,0,True,0,0.1799179278503506,2.6082533202825307,45.9,1,0.3333333333333333
9462,4,9850000.0,66.3,10.7,46.3,16,3,2.48,0,1,2,2,0,1,1,2,3302,0,55.602352,37.739483,5,1980,4,16,False,True,True,1,True,0,0.2074916843591707,2.2619823051036847,22.1,1,1.0
4313,0,5100000.0,35.0,10.0,18.0,14,1,2.64,1,0,1,0,0,1,1,1,8288,0,55.999279,37.188636,9,1989,3,16,False,True,False,1,True,0,0.4721315813538342,-0.9757266375733048,35.0,1,0.875
12128,4,7881000.0,44.4,8.822491510526666,23.921995816913032,19,1,2.8,0,1,2,2,0,1,4,1,403,1,55.875511,37.602238,2,2021,3,23,True,True,True,1,True,1,0.1426982222135394,0.1592260168377728,44.4,1,0.8260869565217391
7202,4,16600000.0,121.3,20.5,68.4,6,3,3.4,3,0,1,1,0,0,0,2,3873,0,55.88604399999999,37.67846,2,2017,2,17,False,True,True,0,False,0,0.1808332894172784,0.5783244152123482,40.43333333333333,3,0.3529411764705882
4605,2,19900000.0,80.4,10.7,30.9,6,1,2.8,0,0,1,0,0,0,0,1,7638,1,55.659231000000005,37.560835,6,2012,2,23,True,True,True,2,True,3,0.0776902745445392,-2.8974768598472407,80.4,0,0.2608695652173913
10457,1,10900000.0,41.0,13.0,17.0,1,1,2.8,0,1,1,0,0,0,2,2,8741,0,55.680828000000005,37.535862,6,1960,0,9,True,True,True,1,True,0,0.0693358954517422,-2.45875728240154,41.0,1,0.1111111111111111
899,4,26822133.0,99.3,10.7,30.9,30,3,2.8,0,0,2,2,0,0,4,0,4886,0,55.809348,37.450863,8,2016,2,32,True,True,True,0,True,0,0.1488659013855526,-1.0448908811606978,33.1,0,0.9375
9011,4,20200000.0,62.9,10.0,28.7,3,2,2.7,0,1,0,1,0,1,2,1,5289,0,55.66940699999999,37.550504,6,2004,2,19,False,True,True,1,True,0,0.0714126661656788,-2.7217558813460605,31.45,1,0.1578947368421052
12183,3,14073150.0,88.7,20.8,39.7,14,3,2.8,2,0,1,0,0,1,4,1,4571,1,55.666858,37.759866,4,2021,2,22,False,True,True,0,False,4,0.1925686414732579,1.9303685464568847,29.566666666666663,2,0.6363636363636364
13377,2,8500000.0,51.8,8.6,31.0,16,2,2.74,0,1,1,0,1,0,1,1,4450,0,55.741384,37.868454,3,1987,2,17,False,True,False,3,True,0,0.2889206204460427,1.5473755313969495,25.9,1,0.9411764705882352
3886,1,6300000.0,30.4,5.5,18.6,5,1,2.5,1,0,1,1,1,0,1,1,6428,0,55.749522,37.780545,3,1963,0,5,True,False,False,3,False,0,0.2014843804920172,1.496757050161742,30.4,1,1.0
4397,4,6650000.0,37.1,9.0,17.0,5,1,2.8,0,1,2,2,1,0,1,1,9430,0,55.538794,37.511436,6,2004,3,17,False,True,True,3,True,0,0.2073524496437669,-2.806564441981551,37.1,1,0.2941176470588235
23232,4,22500000.0,85.0,16.0,38.0,2,2,2.8,0,2,1,0,0,2,3,1,715,0,55.735657,37.432537,7,2012,7,17,True,True,True,0,True,0,0.1470792881139948,-1.563731152756364,42.5,2,0.1176470588235294
22335,3,5996300.0,49.15,10.9,27.6,13,2,2.7,0,1,2,2,0,0,4,1,6703,1,55.52117,37.354734,11,2022,2,16,True,True,True,3,False,1,0.3100490038822408,-2.3301222367415053,24.575,1,0.8125
15089,3,12208320.0,37.68,10.7,26.5,5,1,2.8,1,0,2,2,0,0,4,1,8198,1,55.724109,37.644549,5,2020,2,10,False,True,False,0,False,4,0.0657812291279559,1.7312385965283608,37.68,1,0.5
8859,1,6600000.0,46.4,10.1,30.9,6,1,2.8,1,0,2,2,0,0,1,1,7570,0,55.96531,37.155901,9,2018,0,11,True,True,True,1,False,1,0.4824421151147988,-1.0722198721665148,46.4,1,0.5454545454545454
6552,4,38081526.0,191.8,20.0,80.0,25,4,3.1,2,0,2,2,0,0,0,2,1692,1,55.824678000000006,37.432708,8,2022,2,25,False,True,True,1,False,0,0.1723130696564979,-1.02083518760448,47.95,2,1.0
22475,4,39000000.0,65.0,10.7,42.0,12,2,3.2,1,0,0,1,0,0,3,1,6685,0,55.727693,37.535359,7,2017,2,16,True,True,True,0,True,0,0.0447921470456107,-1.7260189435615916,32.5,1,0.75
1150,4,32000000.0,100.9,10.7,76.0,9,3,2.8,2,0,1,1,0,0,2,1,3390,0,55.8061,37.515569,1,2003,2,18,True,True,True,0,True,0,0.0959754141766997,-0.730566820903992,33.63333333333333,2,0.5
4938,1,10100000.0,75.0,10.0,60.0,12,3,2.7,0,0,2,2,0,2,4,2,6209,0,55.562938,37.582152,6,1995,3,17,True,True,False,3,True,0,0.1716986473415442,3.1268023488868586,25.0,0,0.7058823529411765
7478,1,6400000.0,35.0,6.5,20.6,6,1,2.8,1,0,1,0,0,1,2,1,6004,0,55.93536999999999,37.549444,2,1979,3,9,False,True,True,3,True,0,0.203006315222283,-0.1491617624685543,35.0,1,0.6666666666666666
19715,3,11895975.0,57.33,8.7,27.9,9,2,3.0,1,0,2,2,1,1,4,1,8016,1,55.580192,37.587137,5,2020,2,19,False,True,True,0,False,4,0.15460907154819,3.092906272771087,28.665,1,0.4736842105263157
11008,4,28500000.0,95.0,10.7,30.9,9,3,2.8,0,2,2,2,1,0,3,1,3402,0,55.71876,37.613943,5,1938,7,10,False,True,False,1,False,4,0.0378159642441468,2.003518052859501,31.666666666666668,2,0.9
12857,2,11800000.0,56.4,6.7,41.1,2,3,2.8,1,0,1,1,0,0,0,1,247,0,55.730385,37.661841,4,1961,0,8,False,True,False,3,True,0,0.0823372582503544,1.62222789833487,18.8,1,0.25
16623,1,4850000.0,47.0,6.0,32.0,5,3,2.8,0,0,1,1,1,0,1,1,366,0,55.316938,37.178772,10,1974,3,5,True,False,False,3,False,0,0.5789038542681072,-2.376764379195316,15.666666666666666,0,1.0
23082,3,6387300.0,42.3,16.1,15.1,8,1,2.66,0,1,1,0,0,0,4,1,2296,1,55.96736,37.152488,9,2020,2,17,False,True,True,1,False,4,0.4864199201787051,-1.0718736124879595,42.3,1,0.4705882352941176
8226,4,9000000.0,64.0,11.0,35.0,5,2,2.7,0,1,2,2,2,0,2,1,3211,0,55.860711,37.670968,2,2004,4,5,True,True,True,1,True,0,0.1557089718724356,0.6269851047543933,32.0,1,1.0
19032,4,128536972.0,172.9,10.7,30.9,49,3,2.8,0,0,2,2,0,0,3,1,5745,0,55.749511,37.537083,0,2011,2,95,True,True,True,0,True,0,0.0450618877757078,-1.233958840527839,57.63333333333333,0,0.5157894736842106
22551,3,13271580.0,70.22,15.9,33.4,3,2,3.1,0,1,2,2,0,0,4,1,3029,1,55.790195,37.472261,8,2021,2,25,True,True,True,0,False,0,0.1208850170466512,-1.0930803777799891,35.11,1,0.12
13781,3,4249800.0,27.0,6.9,12.7,5,1,2.65,1,0,1,0,0,0,4,1,5751,1,55.542126,37.490209,11,2022,3,17,False,True,True,1,False,4,0.2122407264887967,-2.706784007642108,27.0,1,0.2941176470588235
9503,4,5800000.0,39.0,12.2,17.0,5,1,2.48,0,1,1,0,0,0,1,2,5169,0,55.640111,37.77228,5,1990,3,16,False,True,True,3,True,0,0.2145979227354995,2.0268298062349395,39.0,1,0.3125
7392,3,19942936.0,121.16,21.1,63.2,2,4,2.72,0,3,1,1,0,0,4,1,607,1,55.80159200000001,37.599741,2,2021,2,14,False,True,True,1,False,0,0.069933440961973,0.2919518194852172,30.29,3,0.1428571428571428
16168,4,8056730.0,64.1,12.9,33.7,12,2,2.8,0,1,2,2,1,1,4,1,2172,0,55.69835,37.937427,4,2018,7,17,True,True,True,1,True,0,0.3596477314343574,1.6718107842242795,32.05,1,0.7058823529411765
6560,4,85000000.0,269.8,20.0,80.0,6,6,3.1,2,0,2,2,0,0,0,2,5516,0,55.807461,37.448465,8,2011,2,32,True,True,True,0,False,0,0.1500193967930415,-1.0637948719152708,44.96666666666667,2,0.1875
5306,3,71614050.0,236.35,10.7,215.4,16,4,3.3,0,0,2,2,0,0,4,1,3773,1,55.707522,37.655912,5,2019,2,16,True,True,False,0,True,4,0.0809677828544682,1.9120301089495464,59.0875,0,1.0
