id,seller,price,area_total,area_kitchen,area_living,floor,rooms,ceiling,bathrooms_shared,bathrooms_private,windows_court,windows_street,balconies,loggias,condition,phones,building_id,new,latitude,longitude,district,constructed,material,stories,elevator_without,elevator_passenger,elevator_service,parking,garbage_chute,heating,distance_from_center,angle,average_room_size,bathroom_amount,relative_floor,subway_distance,cluster
18685,4,7000000.0,56.0,8.2,30.3,15,2,2.7,0,1,0,1,2,0,0,2,1172,0,55.86268100000001,37.372440000000005,8,2019,2,25,True,True,True,0,True,0,0.24347919325738038,-1.01765042502554,28.0,1,0.6,0.019135275305058357,3
12833,1,9500000.0,67.0,9.0,47.0,8,3,2.64,0,0,1,0,1,0,1,1,2180,0,55.616209,37.706452,5,1973,3,9,False,True,False,3,True,0,0.173621155095361,2.32244480322509,22.333333333333332,0,0.8888888888888888,0.011937453036558235,2
7322,3,13332020.0,61.1,13.8,30.6,22,2,3.0,0,1,2,2,0,0,4,1,2851,1,55.821108,37.591431,2,2020,2,23,False,True,True,0,False,0,0.08714819029299788,0.13605501952175508,30.55,1,0.9565217391304348,0.0007670886519841948,0
20117,4,31647000.0,82.2,8.2,30.3,17,2,2.7,0,1,0,1,2,0,0,2,814,1,55.789922,37.453028,8,2018,7,22,False,True,True,0,False,4,0.1380776251913976,-1.159865852715374,41.1,1,0.7727272727272727,0.021713057546094667,3
16164,1,30900000.0,145.7,10.7,78.4,7,3,2.8,0,2,2,2,0,0,0,1,7631,0,55.682453,37.552373,6,2017,2,25,True,True,True,0,True,0,0.05897838032326376,-2.6615427578862954,48.56666666666666,2,0.28,0.011246161033880696,8
14906,1,8200000.0,40.0,7.0,27.0,4,2,2.8,0,1,1,0,1,0,4,1,2680,0,55.657255000000006,37.588476,6,1964,4,9,False,True,False,3,True,0,0.07801551780946914,3.0277102604654607,20.0,1,0.4444444444444444,0.011047931978430266,8
22257,3,9829800.0,63.5,20.5,26.1,31,2,2.65,0,2,0,1,0,0,4,1,5090,1,55.883,37.638907,2,2022,2,33,False,True,True,1,False,4,0.15965471999368186,0.38052072951266425,31.75,2,0.9393939393939394,0.022783468765745565,0
19255,4,8545390.0,69.9,10.7,30.1,11,2,2.8,0,1,2,2,0,0,4,1,5357,1,55.707649,37.937184,4,2020,2,22,True,True,True,1,True,0,0.35860008951356054,1.6464853007889433,34.95,1,0.5,0.011519073617267919,6
15743,3,6395950.0,31.9,9.8,11.5,17,1,2.8,1,0,1,0,1,1,4,1,6512,1,55.854987,37.559155,1,2021,2,24,False,True,True,1,True,0,0.12194966633439598,-0.16853475025294426,31.9,1,0.7083333333333334,0.002108078271797773,0
6469,4,25500000.0,116.4,20.0,80.0,27,4,3.1,2,0,2,2,0,0,0,2,3655,0,55.769135,37.494521,8,2011,2,32,True,True,True,0,False,0,0.0917688686609651,-1.186910721320667,29.1,2,0.84375,0.01114436476430966,3
284,0,7300000.0,43.6,12.0,19.0,5,1,2.8,1,0,1,0,0,1,2,1,333,0,55.57377,37.484406,11,2013,2,17,False,True,True,1,True,3,0.18703838807880305,-2.607557232112534,43.6,1,0.29411764705882354,0.021009315457671335,7
12577,2,10500000.0,60.4,6.0,44.5,7,3,2.64,0,1,2,2,0,1,2,1,1224,0,55.865697,37.491126,1,1968,7,9,False,True,False,1,True,0,0.15802743281990791,-0.5943035843078206,20.133333333333333,1,0.7777777777777778,0.014726360208825963,3
14373,0,12100000.0,52.0,6.5,36.0,2,3,2.8,0,0,2,2,0,0,3,1,9639,0,55.824278,37.597657,2,1958,7,5,True,False,False,3,False,0,0.0913138558329597,0.1989401429337372,17.333333333333332,0,0.4,0.007009617179275409,0
9312,1,9000000.0,40.0,7.95647823614085,30.9,8,1,2.8,0,1,2,2,1,0,2,1,2893,0,55.604193,37.521291,6,1987,2,22,False,True,True,1,True,0,0.14300442569227156,-2.721531013300378,40.0,1,0.36363636363636365,0.012192437410130794,7
8086,4,55000000.0,74.3,11.3,46.5,5,3,2.8,0,0,2,2,0,0,4,0,7701,2,55.737867,37.594881,0,1917,7,6,False,False,False,3,False,4,0.015582251353759359,1.3703955923611197,24.766666666666666,0,0.8333333333333334,0.0023402670787796348,8
21699,3,22838400.0,97.6,15.1,44.7,9,2,2.8,1,1,2,2,0,2,4,1,7638,1,55.659231000000005,37.560835,6,2012,2,23,True,True,True,2,True,3,0.07783272545914305,-2.8979594440846688,48.8,2,0.391304347826087,0.012717239716222174,8
21136,4,26800000.0,89.0,12.0,62.0,7,3,2.8,0,1,2,2,0,1,4,1,6826,0,55.731176,37.609173,0,1937,0,8,False,True,False,3,True,0,0.029779484805899117,1.691614794421413,29.666666666666668,1,0.875,0.0014778041142148469,8
7528,1,6900000.0,78.0,13.0,39.0,9,2,3.0,0,1,1,0,0,1,0,1,5538,0,55.544346,37.15105,10,2018,7,9,True,True,True,2,True,4,0.4689601737378587,-1.988918916593679,39.0,1,1.0,0.20432141692930766,4
6965,3,10041366.0,55.3,10.7,30.9,4,2,2.78,0,0,2,2,0,0,4,1,7140,1,55.87593,37.547719,1,2019,2,24,False,True,True,1,False,4,0.14472244016054772,-0.22218750230459106,27.65,0,0.16666666666666666,0.010945431055919276,0
20995,2,5200000.0,50.0,10.7,30.9,1,3,2.8,0,0,1,0,0,0,3,2,7189,0,55.507387,37.295212,10,1967,4,3,True,False,False,1,False,0,0.36412002477870753,-2.2452355037395293,16.666666666666668,0,0.3333333333333333,0.13253241608375965,1
12066,3,12294060.0,86.7,34.4,36.2,2,3,2.65,0,2,1,1,0,0,4,1,5090,1,55.883,37.638907,2,2022,2,33,False,True,True,1,False,4,0.15965471999368186,0.38052072951266425,28.900000000000002,2,0.06060606060606061,0.022783468765745565,0
12398,3,11773420.0,66.1,7.8,42.8,10,3,2.8,0,2,1,1,1,1,4,1,6512,1,55.854987,37.559155,1,2021,2,24,False,True,True,1,True,0,0.12194966633439598,-0.16853475025294426,22.03333333333333,2,0.4166666666666667,0.002108078271797773,0
5661,1,6650000.0,39.0,8.6,21.0,11,1,2.8,0,1,2,2,0,0,1,1,5296,0,55.653787,37.761815000000006,4,1996,3,14,False,True,True,3,False,0,0.1993888344249443,1.9890134642474426,39.0,1,0.7857142857142857,0.012766863122947232,2
17944,3,16750375.0,65.05,18.6,31.0,7,2,3.0,0,2,1,0,0,0,4,1,2247,1,55.756715,37.510682,7,2020,3,29,False,True,True,1,False,0,0.07233911034613494,-1.2625063200708795,32.525,2,0.2413793103448276,0.011552330890341113,3
6013,1,5620000.0,37.6,7.3,19.0,5,1,2.8,1,0,2,2,0,0,1,1,1921,0,55.68229,37.922595,4,2007,3,17,True,True,True,1,True,0,0.34697542122043085,1.7226148338127911,37.6,1,0.29411764705882354,0.021647035016370872,6
18765,3,12871705.0,38.5,7.658110302285567,20.748692785879605,6,1,2.8,0,0,0,1,0,0,4,1,6387,0,55.775545,37.672118,0,2018,2,9,True,True,True,3,False,4,0.10109705420281044,1.1555961264888748,38.5,0,0.6666666666666666,0.0066303204296601255,5
15359,4,12800000.0,59.7,6.0,43.1,6,3,2.6,1,0,1,0,0,1,2,2,4085,0,55.864849,37.439032,8,2011,2,32,False,True,True,1,True,0,0.1915310585011358,-0.8241531103548679,19.900000000000002,1,0.1875,0.004913412765072416,3
1390,3,9174815.0,41.99,16.5,15.8,34,1,2.8,1,0,0,1,0,0,4,1,6357,1,55.858609,37.546327000000005,1,2021,2,39,False,True,True,0,False,4,0.12823842397391555,-0.26255067431884915,41.99,1,0.8717948717948718,0.006688617943938732,0
9721,1,6500000.0,46.0,6.0,32.0,3,2,2.8,0,1,1,0,1,0,1,1,6507,0,55.584889,37.654143,5,1973,3,12,False,True,False,1,True,0,0.1673856139487275,2.680112805226389,23.0,1,0.25,0.03957055938447783,2
17864,3,6129270.0,42.3,16.0,15.3,8,1,2.65,0,1,1,0,0,0,4,1,5633,1,55.72561,37.775397,4,2022,3,16,False,True,True,1,False,4,0.19600033735305122,1.617523273672012,42.3,1,0.5,0.00942697772353621,5
4456,4,36500000.0,156.0,15.0,30.9,12,3,2.8,0,0,2,2,0,0,4,0,9675,2,55.641813,37.5008,6,2007,7,16,False,False,False,3,False,4,0.12186556250982308,-2.4383411840751235,52.0,0,0.75,0.019911583789343223,7
6833,3,11488448.0,58.6,12.1,27.1,17,2,2.78,0,0,2,2,0,0,4,1,7140,1,55.87593,37.547719,1,2019,2,24,False,True,True,1,False,4,0.14472244016054772,-0.22218750230459106,29.3,0,0.7083333333333334,0.010945431055919276,0
16459,4,11500000.0,45.0,9.0,19.0,2,1,2.8,0,1,0,1,0,1,1,1,4642,0,55.78706700000001,37.600441,0,1997,7,12,False,True,False,3,True,0,0.05629731430921033,0.37901658598244214,45.0,1,0.16666666666666666,0.006102685474454134,0
21746,4,28900000.0,66.1,15.0,41.0,29,2,2.8,1,0,1,0,0,0,2,2,8146,0,55.652999,37.47174,7,2010,2,37,True,True,True,3,False,3,0.13535793898182613,-2.2193992872137502,33.05,1,0.7837837837837838,0.007139565883164927,7
19886,3,6269680.0,43.6,22.7,11.5,9,1,2.65,1,0,1,0,0,0,4,1,4076,1,55.544046,37.478055,11,2021,3,9,False,True,True,1,False,4,0.21607253263846787,-2.652293970322024,43.6,1,1.0,0.01909382991963336,7
11617,4,213574665.0,252.0,10.7,30.9,7,5,3.0,0,3,1,1,0,2,3,1,8373,0,55.72406899999999,37.580436,0,2003,2,12,True,True,False,0,True,4,0.010727964977216791,3.0645772549475834,50.4,3,0.5833333333333334,0.0032082794454399315,8
14760,4,25939236.0,84.1,10.7,47.1,45,3,2.8,0,0,2,2,0,0,4,1,7605,1,55.697184,37.486499,7,2020,7,52,True,True,True,0,False,4,0.10040972883293427,-1.9544145217653877,28.03333333333333,0,0.8653846153846154,0.00823107872639028,8
12763,1,10660000.0,65.7,11.0,30.9,11,3,2.48,0,1,1,1,1,0,1,2,595,0,55.71331899999999,37.80956,4,1974,4,12,False,True,True,1,True,0,0.2309473218246221,1.6637920271225122,21.900000000000002,1,0.9166666666666666,0.00883937560012635,5
14159,4,10043200.0,88.5,13.9,43.4,13,3,2.8,0,1,2,2,3,0,4,1,4029,0,55.704027,37.940858,4,2017,2,25,True,True,True,1,True,0,0.3625527826614478,1.6556808203027875,29.5,1,0.52,0.014464304096635048,6
19855,3,5477861.0,42.0,12.6,20.7,2,1,2.89,1,0,1,0,0,0,4,1,7615,1,55.55759200000001,37.511113,11,2022,7,16,False,True,False,0,False,4,0.18995328716682555,-2.7726790620568935,42.0,1,0.125,0.020144836385544696,7
861,3,52174950.0,205.7,26.9,113.8,26,5,3.13,2,1,1,1,0,0,4,1,4886,0,55.809348,37.450863,8,2016,2,32,True,True,True,0,True,0,0.1487902660970439,-1.0457402588007367,41.14,3,0.8125,0.013258117249447627,3
12448,4,19500000.0,77.0,20.0,33.0,4,2,2.8,1,0,1,1,0,0,3,1,4442,0,55.770289,37.473671,8,2015,2,25,True,True,True,0,True,0,0.11173692893744921,-1.2472574047683438,38.5,1,0.16,0.011288868942457177,3
16044,4,36000000.0,108.0,15.0,49.0,4,3,3.0,0,3,1,1,1,0,0,1,7334,0,55.712152,37.612506,5,2017,2,8,True,True,True,0,True,4,0.03991820009697809,2.1730336350996593,36.0,3,0.5,0.008728249538135908,8
11975,0,4930000.0,32.0,6.0,16.5,2,1,2.8,0,1,1,0,0,0,1,1,2663,0,55.601635,37.33498,11,1972,0,9,False,True,False,3,True,0,0.27850991060322594,-2.0691825773559254,32.0,1,0.2222222222222222,0.03226621491591011,1
13372,4,11250000.0,57.3,8.4,36.0,4,2,2.8,0,0,0,1,0,1,1,2,9335,0,55.658347,37.595609,6,2007,3,14,False,True,True,1,True,0,0.07807486661169215,2.935219837651818,28.65,0,0.2857142857142857,0.006569359938377556,8
18649,4,13000000.0,70.0,8.2,30.3,1,3,2.7,0,1,0,1,2,0,0,2,1331,0,55.847043000000006,37.447315,8,2013,7,3,False,True,True,3,False,4,0.1735178305132312,-0.8670637866248195,23.333333333333332,1,0.3333333333333333,0.008454115802377172,3
16907,4,23499000.0,95.4,16.5,63.0,6,3,2.8,0,2,1,0,0,1,1,1,9667,0,55.651562,37.517141,6,2011,2,20,False,True,True,2,True,0,0.1040443046562006,-2.49757465472762,31.8,2,0.3,0.012248637679347099,7
21513,4,9066648.0,65.6,10.7,30.9,20,2,2.8,0,0,2,2,0,0,4,1,2920,0,55.703185,37.931713,4,2016,3,25,True,True,True,1,True,1,0.3535157822392162,1.6602472664403083,32.8,0,0.8,0.005329183239485571,6
1532,1,15793200.0,49.2,12.9,19.2,2,1,2.8,1,0,1,0,0,1,0,2,415,0,55.794426,37.566225,1,2019,7,7,False,True,True,3,False,4,0.06114400605292012,-0.22070668292035694,49.2,1,0.2857142857142857,0.009486079327099849,0
17938,3,21267840.0,93.28,15.2,44.7,2,3,3.0,1,1,2,2,0,1,4,1,7203,1,55.714414,37.657907,5,2021,2,17,False,True,True,0,False,4,0.08089806225022642,1.8250938057504833,31.093333333333334,2,0.11764705882352941,0.007020715419383743,8
16879,0,13490000.0,75.7,10.0,44.5,6,2,2.8,1,0,1,0,1,0,2,1,7133,0,55.708151,37.642222,5,1961,7,9,False,True,False,1,True,4,0.06803309071183779,1.9727254015389655,37.85,1,0.6666666666666666,0.011575158098271499,8
7779,4,50000000.0,149.7,10.7,30.9,2,4,2.8,0,0,1,1,0,0,0,1,2765,0,55.717847,37.512191,7,2000,7,12,False,True,False,0,True,0,0.06950990219063387,-1.8166579789435948,37.425,0,0.16666666666666666,0.01146551743272059,8
9669,2,38900000.0,80.0,18.0,35.0,5,2,2.8,1,1,0,1,0,0,3,1,2000,0,55.710839,37.605068,5,2017,2,18,True,True,True,0,True,0,0.03493623739505296,2.3251974055838995,40.0,2,0.2777777777777778,0.009526035114357321,8
17906,4,8700000.0,44.0,12.5,17.0,8,1,2.9,1,0,0,1,0,1,3,1,7646,1,55.627265,37.342427,11,2016,2,9,False,True,True,3,True,0,0.26040803488386705,-1.9963381207486945,44.0,1,0.8888888888888888,0.010184780508188926,1
3202,4,35055668.0,86.4,10.7,30.9,26,1,2.8,0,0,2,2,0,0,1,1,2401,0,55.750028,37.534397,0,2015,7,85,True,True,True,3,True,4,0.047720263840372576,-1.2452360269620055,86.4,0,0.3058823529411765,0.001798052557628839,8
13827,3,10666508.0,39.05,13.9,13.4,4,1,3.0,0,1,0,1,0,0,4,1,2247,1,55.756715,37.510682,7,2020,3,29,False,True,True,1,False,0,0.07233911034613494,-1.2625063200708795,39.05,1,0.13793103448275862,0.011552330890341113,3
14773,4,14200000.0,76.4,9.5,44.2,2,3,2.7,0,2,1,0,0,1,2,2,6092,0,55.644227,37.38878,7,2017,2,7,False,True,True,0,False,3,0.21121902483312527,-2.013789775918173,25.46666666666667,2,0.2857142857142857,0.005498156872987482,1
13999,2,9900000.0,62.0,9.0,39.0,3,3,2.64,0,1,1,0,0,2,1,1,9138,0,55.634959,37.758455,5,1985,3,14,False,True,True,1,True,0,0.20480866845557466,2.0798076697154926,20.666666666666668,1,0.21428571428571427,0.007905182224340663,2
15527,2,19500000.0,117.7,10.0,86.4,4,4,2.8,0,0,2,2,1,1,2,1,6928,0,55.828197,37.455705,8,1938,0,7,False,True,False,3,False,0,0.15518410043409817,-0.9247040395774799,29.425,0,0.5714285714285714,0.01896417765156566,3
13301,1,8600000.0,58.0,9.0,33.0,9,2,2.8,0,1,1,0,0,1,1,1,262,0,55.703256,37.9199,4,2011,3,19,False,True,True,1,True,0,0.3417450871186879,1.6631282458741323,29.0,1,0.47368421052631576,0.006509096404266329,6
18362,3,39137739.0,102.0,10.7,65.0,6,1,3.45,0,0,2,2,0,0,4,1,7652,1,55.709525,37.51026,7,2021,7,13,False,True,True,0,False,4,0.07380089004996222,-1.9198444978954925,102.0,0,0.46153846153846156,0.00595031301697445,8
8143,4,6600000.0,57.3,14.9,19.0,8,1,2.8,0,0,0,1,0,1,0,1,4672,0,55.565865,37.471021,11,2013,7,17,False,True,False,3,True,0,0.2007958329044147,-2.570209425039362,57.3,0,0.47058823529411764,0.006150143575559439,7
15199,2,14700000.0,76.1,10.0,40.0,22,3,3.2,1,0,1,1,0,0,0,1,1561,0,55.867253000000005,37.686006,2,2014,2,23,False,True,True,3,False,1,0.1699205932297306,0.676602733159396,25.366666666666664,1,0.9565217391304348,0.021712412233556785,0
8745,1,9500000.0,52.0,11.0,29.0,2,2,2.54,1,0,2,2,0,1,2,1,2303,0,55.777591,37.836752,3,1979,4,16,False,True,True,3,False,0,0.2606832421897783,1.4057651965573055,26.0,1,0.125,0.03280925151538681,6
6049,1,6050000.0,37.9,8.0,19.0,2,1,2.66,1,0,1,0,0,0,4,2,1166,0,55.652212,37.766208,4,1998,3,19,False,True,True,1,True,0,0.20404317058552163,1.9873232347580454,37.9,1,0.10526315789473684,0.0174014771786743,2
796,3,21986000.0,68.05,10.7,30.9,2,2,2.8,0,0,2,2,0,0,4,1,6542,1,55.79748299999999,37.495096,8,2011,2,18,False,True,True,0,True,0,0.10524373670632535,-0.9323738390344571,34.025,0,0.1111111111111111,0.004041572095123196,3
12613,4,11500000.0,65.0,8.5,40.0,12,3,2.64,0,1,1,1,1,0,2,1,9661,0,55.867147,37.590614,2,1989,3,14,False,True,False,3,True,0,0.1328383420267637,0.08292804453191388,21.666666666666668,1,0.8571428571428571,0.014601876762936086,0
1340,1,6600000.0,31.1,7.0,20.0,1,1,2.8,0,0,2,2,0,0,4,0,8668,2,55.792766,37.571534,1,1963,7,5,False,False,False,3,False,4,0.058560467082398655,-0.13835997448418622,31.1,0,0.2,0.013876941738004786,0
817,3,24707492.0,94.06,10.7,30.9,4,2,2.8,0,0,2,2,0,0,4,1,3808,1,55.798115,37.495617,8,2011,2,12,False,True,True,0,True,0,0.10520516200880897,-0.9245984911367522,47.03,0,0.3333333333333333,0.0033319234685087857,3
4314,0,5950000.0,42.0,10.0,23.0,10,1,2.64,1,0,1,0,0,2,1,1,7417,0,55.86697,37.569036,1,1982,3,12,True,True,False,3,True,0,0.13262707317980113,-0.07981654137960065,42.0,1,0.8333333333333334,0.013702152969511697,0
19555,0,9390000.0,57.7,19.0,33.0,10,2,2.8,2,0,1,0,1,0,0,1,8224,1,55.555184,37.554008,6,2019,2,33,False,True,True,3,False,4,0.1813970446894539,-2.999978585659901,28.85,2,0.30303030303030304,0.007108693269510408,7
17165,4,53088500.0,119.3,10.7,30.9,2,3,2.8,0,0,2,2,0,0,4,1,4093,1,55.770208,37.638036,0,2017,2,8,False,True,False,1,False,4,0.0683353653227839,1.025513161465139,39.766666666666666,0,0.25,0.0036012997653569745,0
11173,3,12581481.0,81.5,10.1,49.2,3,3,2.8,0,2,1,1,1,1,4,1,6512,1,55.854987,37.559155,1,2021,2,24,False,True,True,1,True,0,0.12194966633439598,-0.16853475025294426,27.166666666666668,2,0.125,0.002108078271797773,0
20969,0,6600000.0,37.0,10.0,18.0,8,1,2.8,1,0,2,2,1,0,3,1,7496,0,55.549791000000006,37.509721,11,2019,7,15,True,True,True,1,False,4,0.19773719327069492,-2.780339370194549,37.0,1,0.5333333333333333,0.013265817803671927,7
16267,4,45000000.0,122.0,14.0,60.0,2,3,2.8,0,0,1,0,1,0,1,1,5410,0,55.713725,37.479061,7,2006,2,15,True,True,False,3,False,0,0.10272735859278034,-1.7770716299355709,40.666666666666664,0,0.13333333333333333,0.017989000694872033,3
14203,4,12177000.0,61.5,15.7,25.5,17,2,2.8,1,1,2,2,0,1,4,1,6064,1,55.810364,37.702535,3,2022,3,17,False,True,True,1,False,0,0.1443107496515187,1.0194184268998114,30.75,2,1.0,0.01885935632517684,5
9868,3,13692999.0,73.54,15.8,31.4,14,2,2.8,0,0,2,2,0,1,4,1,8867,0,55.72513299999999,37.775263,4,2019,2,19,False,True,True,0,False,4,0.19588935907578747,1.6199876187264517,36.77,0,0.7368421052631579,0.009171426170441073,5
15395,0,5100000.0,38.0,10.2,14.6,10,1,2.8,1,0,0,1,0,1,1,1,6371,1,55.864303,37.372368,8,2019,7,25,True,True,True,0,False,4,0.24439628710837216,-1.0121581108226505,38.0,1,0.4,0.019669698345428543,3
13088,3,8630853.0,63.2,10.7,32.3,8,2,2.8,0,0,2,2,1,0,4,1,4390,1,55.638744,37.306603,11,2019,3,17,False,True,True,1,False,0,0.2894014732065222,-1.9089991381055738,31.6,0,0.47058823529411764,0.028511501977268656,1
13423,4,20200000.0,99.1,15.5,47.0,5,3,2.8,0,2,2,2,1,0,0,1,8866,0,55.668823,37.450351,7,1997,2,17,False,True,True,1,True,4,0.14510827956115058,-2.042533264418466,33.03333333333333,2,0.29411764705882354,0.002424650490274909,7
6911,1,4190000.0,23.8,4.7341045505038055,12.82646463127103,6,1,2.8,1,0,2,2,0,0,0,1,4542,0,55.880945,37.54118,1,2019,2,24,True,True,True,1,False,4,0.15114713046169012,-0.25708199213502103,23.8,1,0.25,0.017462457587632013,0
424,2,10100000.0,59.4,12.9,30.5,17,2,2.75,0,1,1,0,0,1,3,1,4596,0,55.527581000000005,37.514077,6,2016,7,17,False,True,True,1,True,4,0.21730147414732082,-2.8352441486171305,29.7,1,1.0,0.010560506143164837,7
10278,4,198098240.0,214.0,20.0,160.0,2,5,2.8,0,4,2,2,0,0,4,1,4611,0,55.739017,37.60381,0,2005,2,6,True,True,True,0,True,0,0.02457008663723844,1.3968715357679358,42.8,4,0.3333333333333333,0.006283962842032263,8
19169,4,6500000.0,31.0,7.5,18.0,5,1,2.64,1,0,1,0,0,0,1,1,2978,0,55.714729000000005,37.734425,4,1974,3,9,False,True,False,1,True,0,0.1561055635246067,1.6995014678568954,31.0,1,0.5555555555555556,0.006567622553109623,5
12543,4,91999000.0,240.0,10.7,30.9,11,5,2.8,0,2,2,2,1,0,3,1,9490,0,55.795686,37.565865,1,2004,0,12,True,True,True,3,True,0,0.06245229868599092,-0.22191447318022803,48.0,2,0.9166666666666666,0.009587816279011572,0
16949,0,18700000.0,56.0,22.0,30.9,4,2,3.0,1,0,1,0,1,0,2,1,5867,0,55.687497,37.543318,6,1956,0,9,False,True,False,1,True,0,0.05959389303477136,-2.4867951896083857,28.0,1,0.4444444444444444,0.011242816951281775,8
15990,3,4043160.0,19.8,5.2,9.6,9,1,2.65,1,0,1,0,0,0,4,1,4076,1,55.544046,37.478055,11,2021,3,9,False,True,True,1,False,4,0.21607253263846787,-2.652293970322024,19.8,1,1.0,0.01909382991963336,7
442,3,10715661.0,96.9,13.3,49.2,10,3,2.89,1,1,1,0,0,1,4,1,1602,1,55.56486700000001,37.502112,11,2021,2,14,False,True,True,0,False,4,0.18673890634112192,-2.713638362028696,32.300000000000004,2,0.7142857142857143,0.030152894272367753,7
22126,4,15390800.0,70.6,26.4,23.1,19,2,2.8,1,1,2,2,0,0,4,1,4883,1,55.787209,37.493659,8,2019,7,22,False,True,True,1,False,4,0.10068779985950725,-1.0229430350356334,35.3,2,0.8636363636363636,0.00629300897822795,3
19574,1,6900000.0,32.0,6.0,18.0,5,1,2.8,0,1,1,0,0,0,1,2,2607,0,55.683787,37.601753,6,1979,3,9,False,True,False,3,True,0,0.055579306080791854,2.73182860735231,32.0,1,0.5555555555555556,0.007010305128873332,8
15013,3,6463749.0,37.19,12.5,14.0,11,1,2.8,1,0,1,0,1,0,4,1,4571,1,55.666858,37.759866,4,2021,2,22,False,True,True,0,False,4,0.19262241040163713,1.9310806469652941,37.19,1,0.5,0.009148755106574766,2
3551,1,45000000.0,120.0,10.7,30.9,15,3,2.8,0,0,0,1,0,0,1,1,5614,0,55.722999,37.612829,0,2006,4,20,False,True,True,3,True,0,0.03524067063410882,1.9112134187604202,40.0,0,0.75,0.005544857256954037,8
20489,1,13950000.0,61.0,16.0,37.0,19,2,2.9,0,1,1,0,0,2,2,1,3605,0,55.753792,37.79737,3,1972,2,26,True,True,True,1,True,3,0.21858906102711623,1.483642176300433,30.5,1,0.7307692307692307,0.011101340639760461,5
18205,4,7200000.0,36.4,15.3,11.5,6,1,3.2,1,0,2,2,0,1,4,2,8876,1,55.724596,37.736087,4,2013,2,23,False,True,True,0,False,4,0.15680649313671377,1.6356935538969444,36.4,1,0.2608695652173913,0.00929037055234855,5
10202,3,30886050.0,126.8,10.7,30.9,2,3,2.8,0,0,2,2,0,0,4,1,2434,1,55.662136,37.512559,6,2019,7,17,False,True,True,0,False,4,0.098847925602124,-2.396104104040216,42.266666666666666,0,0.11764705882352941,0.016338352946372012,8
5950,3,30871096.0,132.1,17.6,72.9,20,3,3.2,2,1,1,1,0,2,4,1,1135,1,55.751016,37.686815,4,2023,2,20,False,True,True,0,False,4,0.10842911713675378,1.4203542860223144,44.03333333333333,3,1.0,0.005835587459717997,5
12888,4,38650000.0,170.8,20.0,95.8,13,3,2.8,0,1,2,2,1,0,0,1,7820,0,55.665969,37.51432,6,2013,7,32,True,True,True,0,True,4,0.09484605684617291,-2.382332555230917,56.93333333333334,1,0.40625,0.013896818376883776,8
15302,4,8500000.0,35.4,10.0,20.0,8,1,2.5,1,0,1,0,1,0,2,2,4362,0,55.771818,37.705185,0,1969,4,12,True,True,False,3,True,0,0.1309268613308811,1.2838715400202583,35.4,1,0.6666666666666666,0.007277441102480424,5
19562,0,13000000.0,67.5,12.0,38.0,1,2,2.8,1,0,2,2,0,0,1,1,8277,0,55.68370600000001,37.525774,6,1959,0,8,False,True,True,1,False,0,0.07419850140043263,-2.3297226459378373,33.75,1,0.125,0.011650918933707163,8
8286,0,65000000.0,105.0,20.0,60.0,5,2,3.3,2,0,1,0,0,1,3,1,9182,0,55.730847,37.576789,0,2009,7,8,False,True,False,0,True,4,0.004828398473100639,-2.5174823225651553,52.5,2,0.625,0.0045251883938661345,8
16475,4,19100000.0,74.5,10.0,45.0,8,3,3.0,1,0,1,1,1,0,1,2,7712,0,55.735596,37.519539,7,1956,0,11,False,True,True,1,True,0,0.06007734328673107,-1.5569664615974754,24.833333333333332,1,0.7272727272727273,0.001468923755679239,8
13462,3,9037000.0,70.0,10.6,38.0,5,2,2.66,2,0,0,1,0,0,4,1,7570,0,55.96531,37.155901,9,2018,0,11,True,True,True,1,False,1,0.48236992489059666,-1.0724860582584137,35.0,2,0.45454545454545453,0.2264619904111954,9
8321,3,5798000.0,22.3,5.0,12.0,18,1,2.8,1,0,2,2,0,0,4,1,1130,1,55.776335,37.736905,3,2020,3,25,False,True,True,0,True,4,0.16269474509092405,1.312423052831362,22.3,1,0.72,0.009566203531184257,5
18696,4,21500000.0,84.0,8.2,30.3,3,3,2.7,0,1,0,1,2,0,0,2,4574,0,55.75461800000001,37.524058,0,2019,2,55,True,True,True,0,True,0,0.05899344207591842,-1.227570903154805,28.0,1,0.05454545454545454,0.002847119245834786,8
1414,3,9998150.0,55.7,6.3,38.5,3,3,2.8,0,2,1,1,1,1,4,1,6512,1,55.854987,37.559155,1,2021,2,24,False,True,True,1,True,0,0.12194966633439598,-0.16853475025294426,18.566666666666666,2,0.125,0.002108078271797773,0
12908,4,12999900.0,56.0,11.7,30.2,10,2,2.7,0,1,1,1,0,1,1,1,4816,0,55.658347,37.510996,6,2007,3,11,False,True,True,1,True,4,0.10270199118365449,-2.4099482025074046,28.0,1,0.9090909090909091,0.019407086978733484,7
18484,3,20222615.0,98.2,10.7,38.9,4,4,3.1,2,0,2,2,0,0,4,1,1093,1,55.707852,37.606685,5,2021,2,13,False,True,True,0,False,4,0.03817514490576123,2.3532079402001163,24.55,2,0.3076923076923077,0.012056654967275352,8
5753,3,7506800.0,38.3,16.4,12.2,9,1,2.72,1,0,1,0,0,0,4,1,1936,1,55.669986,37.773134000000006,4,2020,2,9,True,True,True,1,False,4,0.2040775522195497,1.8938083566202335,38.3,1,1.0,0.012738216201655744,2
