,price
10585,108862977.0
5221,14000000.0
10444,14418000.0
15517,79950000.0
1426,10100000.0
3860,5800000.0
15055,6300000.0
5775,7772902.0
21784,13568100.0
416,9934030.0
15925,11270000.0
22921,12300000.0
19217,5628480.0
8282,168567750.0
14695,53000000.0
9783,6990000.0
6453,24593916.0
23243,35347259.0
1025,8100000.0
22674,21000000.0
18915,16227072.0
15479,68250000.0
4499,30900000.0
18497,7820400.0
19112,5828358.0
20279,7707840.0
14812,3700000.0
4747,6500000.0
22510,6589971.0
14421,7900000.0
21362,6967210.0
12111,9000000.0
5042,9564030.0
13757,4737165.0
19817,6750000.0
9333,8650000.0
6402,9731400.0
14162,8100000.0
6650,18270000.0
22895,18000000.0
11579,13104000.0
5037,9100000.0
6588,8086280.0
9985,7500000.0
14588,11000000.0
21853,5984945.0
16024,6420800.0
22496,28200000.0
19622,14500000.0
22963,6970000.0
6259,6098800.0
6766,9500000.0
14049,13600000.0
13328,11611600.0
6781,25500000.0
6008,36900000.0
3114,35435500.0
13385,13950000.0
10603,99049120.0
20948,6350000.0
18761,7780000.0
11753,29390429.0
20192,4851924.0
13589,5500000.0
8744,8900000.0
17921,32000000.0
6205,5035331.0
10986,10143360.0
8098,32900000.0
10007,8800000.0
22041,7300000.0
18891,42549100.0
16848,42850000.0
17969,20600000.0
21308,8187200.0
16596,6891690.0
5980,11999000.0
8462,19654230.0
19475,8490000.0
11857,12242720.0
8170,7292250.0
10153,5300000.0
13238,8300000.0
21494,20314800.0
2167,6100000.0
16961,5990000.0
19041,14300000.0
13198,3700000.0
10321,16088800.0
12434,13638240.0
15025,5200000.0
22431,5350000.0
13805,6650000.0
12605,81555606.0
12702,12700000.0
672,8700000.0
10172,5800000.0
10662,12556256.0
8634,6900000.0
8892,10500000.0
4723,5200000.0
15169,4926600.0
19462,7650000.0
8604,7100000.0
13484,38500000.0
10060,12900000.0
8463,21728100.0
15966,10150000.0
4699,11500000.0
1763,13664361.0
11348,10500213.0
15394,9500000.0
6216,5405300.0
19179,10500000.0
6851,11290000.0
22892,12355338.0
137,5239200.0
14601,7429200.0
12032,8200000.0
8785,9900000.0
9594,12200000.0
6606,10514840.0
1841,7342542.0
13482,20300000.0
21760,6150000.0
19731,25000000.0
2809,571753306.0
14653,32500000.0
2611,19880000.0
9516,6050000.0
17675,8700000.0
14623,19000000.0
11522,179000000.0
13215,6500000.0
20751,8100000.0
19449,7000000.0
8386,9500000.0
4241,6400000.0
18233,23000000.0
9590,11625600.0
9595,12610333.0
16211,15950000.0
20139,4204003.0
2300,8500000.0
8404,7300000.0
7789,37000000.0
744,14086800.0
16650,15950000.0
3763,16260300.0
4966,10550000.0
20653,4877130.0
3417,103670999.0
10922,327800000.0
6950,7255541.0
11843,8700000.0
20721,11187750.0
14374,9550000.0
11540,7700000.0
20185,4300920.0
11771,16484600.0
13857,27448711.0
1685,35248767.0
1377,8050000.0
3001,47537600.0
1551,16500000.0
8490,8150000.0
13620,6190000.0
17209,20000000.0
16433,8999000.0
15575,6400000.0
13306,18000000.0
3197,22489970.0
20119,7200000.0
16278,12500000.0
18129,4649400.0
14067,7300000.0
3744,12647097.0
15100,7350000.0
5907,14245263.0
1502,13918252.0
3166,12900000.0
9803,7200000.0
13170,7121160.0
12208,6100000.0
22205,49790000.0
21785,13947500.0
1971,12877000.0
21109,7500000.0
10324,15875079.0
7730,13015095.0
19167,7166560.0
11025,22506640.0
20495,10271100.0
3213,35500000.0
15168,4796680.0
2470,15357271.0
5591,6354280.0
7097,21500000.0
6517,14612400.0
222,6563520.0
3158,8500000.0
15910,13990000.0
20342,71000000.0
22482,4921600.0
4787,7300000.0
9570,9500000.0
13084,18000000.0
9035,48000000.0
20917,7446040.0
2499,12399000.0
13476,11900000.0
8895,11300000.0
50,8850000.0
22313,4620174.0
20966,8207090.0
14760,6950000.0
13567,12480000.0
22372,7628679.0
6537,22200000.0
8563,16959800.0
14340,14000000.0
2688,41000000.0
573,14300000.0
2803,210000000.0
437,10624582.0
22572,17350000.0
19026,47000000.0
19159,4983660.0
1153,78899000.0
18827,4961240.0
8247,155000000.0
16533,9900000.0
21917,9066648.0
7816,69990000.0
6790,69000000.0
20872,6299000.0
17867,15829954.0
22700,9829800.0
19733,31765016.0
7671,47000000.0
10829,6249880.0
14151,19626801.0
16408,22108528.0
16371,17890000.0
5881,12850000.0
8858,6550000.0
18710,12950000.0
15814,170652720.0
8223,117558924.0
5115,7626300.0
16010,13799999.0
13020,41614844.0
1368,7714845.0
23117,14900000.0
19440,6250000.0
6873,16000000.0
22984,13450000.0
15773,51900000.0
7985,38000000.0
6728,12700000.0
18407,22407600.0
16852,46554729.0
2944,11385747.0
1955,11746920.0
1143,4088000.0
4099,9000000.0
20542,18500000.0
5399,6200000.0
9376,9800000.0
2268,5200000.0
3118,43327500.0
2448,18500000.0
15811,161510610.0
4625,24500000.0
10911,260003940.0
6472,37500000.0
21521,85000000.0
5747,6732495.0
20376,22166000.0
13453,16800000.0
10604,7090000.0
12027,7000000.0
11379,8930000.0
10373,6500000.0
14365,7135200.0
944,6700000.0
10052,12200000.0
17806,7100000.0
5378,5950000.0
11885,15000000.0
4639,30500000.0
5404,6300000.0
11152,8544533.0
21310,8600000.0
21460,8100000.0
5425,6600000.0
14667,21885186.0
4564,14179130.0
2678,39000000.0
13661,7970000.0
17816,7983720.0
9210,11500000.0
12039,9888060.0
2898,9329450.0
16904,7900000.0
18274,7696790.0
7604,10800000.0
4081,9100000.0
21984,5600000.0
8526,5900000.0
9838,7600000.0
6761,9250000.0
18078,5500000.0
9264,7000000.0
15487,15950000.0
775,18500000.0
22915,10350000.0
9623,14926560.0
5638,9378000.0
21217,6950000.0
9717,5950000.0
18031,9700000.0
11175,12171600.0
1000,7650000.0
20904,8700000.0
3661,12248725.0
21087,7600000.0
15116,13700000.0
6097,14500000.0
16971,7300000.0
13119,5500000.0
4232,5650000.0
5150,7150000.0
9039,250718085.0
539,6345727.0
17592,18000000.0
20645,9370000.0
23067,56000000.0
15771,49900000.0
9554,7598500.0
4678,12550000.0
21649,7800000.0
97,4197500.0
7452,4290000.0
3116,37900000.0
14763,8000000.0
11620,7760761.0
9303,7900000.0
39,5674920.0
15865,33000000.0
22501,12080000.0
4229,6000850.0
7385,18385000.0
3196,22173890.0
13051,13990000.0
3612,7990000.0
6442,34500000.0
15498,43000000.0
3018,53500000.0
8299,316000000.0
19234,6300000.0
22204,47000000.0
20970,8500000.0
3443,110000000.0
6279,6607420.0
11543,13600000.0
293,7366980.0
4570,15300000.0
16701,20500000.0
15303,7750000.0
20591,67990000.0
20152,7299557.0
8004,28900000.0
7419,59000000.0
21569,8290000.0
886,8700000.0
1850,7700000.0
304,7587273.0
15512,68600000.0
3323,58801587.0
17488,21287369.0
19432,7150000.0
16475,45710550.0
2811,81189635.0
18442,8700000.0
15235,15995410.0
20115,11299999.0
3063,10700000.0
17095,13200000.0
21168,11790660.0
23142,3905969.0
12108,39154500.0
2324,3500000.0
6844,9659407.0
23222,11900000.0
9360,9500000.0
4194,4350000.0
21523,185050000.0
569,13400000.0
12673,12600000.0
22365,7216670.0
1553,16700000.0
14210,16500000.0
19579,8344000.0
20552,70000000.0
14954,16200000.0
10570,100000000.0
12497,6500000.0
13973,9527840.0
15146,4500000.0
11396,10318782.0
9447,7432140.0
22118,12000000.0
10630,10501920.0
1170,14300000.0
10576,19942416.0
2116,14000000.0
22784,6200000.0
13407,7613311.0
22375,7791793.0
10401,7300000.0
9655,24000000.0
19295,8400000.0
20297,8225505.0
5764,7506800.0
8237,5900000.0
7404,27850000.0
20259,7247263.0
994,7500000.0
21056,8500000.0
13576,8750000.0
9067,8038710.0
5440,6750000.0
14226,5255010.0
1756,11500000.0
16742,11500000.0
2310,10200000.0
16709,9000000.0
93,4090399.0
11153,8877670.0
6112,8200000.0
13807,6750000.0
21512,14500000.0
19441,6250000.0
21855,6280624.0
18436,18500000.0
14825,7500000.0
21137,29000000.0
22147,74657628.0
11728,30900000.0
19007,39800000.0
21484,15522000.0
14349,13851956.0
17028,8031670.0
8625,6650000.0
14212,6464280.0
15839,12099000.0
18862,28200000.0
20810,6360152.0
11535,6500000.0
13889,24500000.0
13386,5070122.0
11983,37500000.0
18500,6200000.0
13976,19900000.0
5077,19077360.0
17342,11240390.0
3361,72000000.0
9155,10299990.0
6238,5842022.0
17563,7000000.0
10774,74121000.0
18823,71000000.0
3602,5759400.0
1325,53438362.0
19482,17040000.0
17924,9350000.0
3649,21927668.0
6684,34132700.0
12366,85000000.0
11595,8777032.0
11733,36994120.0
16882,8250000.0
20901,8300000.0
21970,61847900.0
9761,6700000.0
19265,12000000.0
20359,7200000.0
9502,13999000.0
16182,4043160.0
16774,98500000.0
8678,7500000.0
15860,28000000.0
15835,7825000.0
22190,16800000.0
9084,7170000.0
4818,7900000.0
8211,128875000.0
1177,28708430.0
9193,95000000.0
1106,28500000.0
6845,9800000.0
11838,6950000.0
15219,10306470.0
10261,44866306.0
3933,6900000.0
3254,39000000.0
4739,6200000.0
10763,39900000.0
12846,8608160.0
5996,7200000.0
14790,29484799.0
10320,16340744.0
22566,21032000.0
18979,19940800.0
436,10635200.0
13810,7133280.0
19655,15900000.0
708,10848504.0
3463,123811400.0
18817,19900000.0
18291,27135000.0
21161,9444720.0
13227,16900000.0
383,9000000.0
5084,24212160.0
8454,16500000.0
3308,54463500.0
6516,14500000.0
21509,6300000.0
8208,123811400.0
3375,76763068.0
22842,8308600.0
10223,8917700.0
10337,6285530.0
18781,22298210.0
5104,12990000.0
14326,15378050.0
7603,10490000.0
21737,6650000.0
7308,11000000.0
8738,8800000.0
15075,28791040.0
962,7000000.0
5422,6550000.0
19417,33012000.0
15558,20900000.0
13349,7990000.0
14594,12129000.0
7432,6400000.0
16102,6850000.0
3920,6650000.0
10870,9200000.0
3224,29759600.0
14035,17000000.0
17218,34500000.0
11036,11000000.0
12438,9000000.0
22371,7550000.0
19356,26200000.0
1151,39000000.0
1846,7592024.0
1199,7800000.0
773,18270000.0
421,9957850.0
15267,10427425.0
14135,9512000.0
2561,9573409.0
5616,7521000.0
5287,8000000.0
9011,20200000.0
662,8262475.0
897,22950000.0
14579,9052401.0
15867,9890000.0
14644,39900000.0
15885,50200000.0
10601,32000000.0
1519,14622629.0
14803,11100000.0
6819,29000000.0
18026,8383232.0
8595,7500000.0
4006,7700000.0
1741,8535830.0
1407,9500000.0
21290,99900000.0
1066,8800000.0
3391,80477410.0
10967,6400000.0
21405,11000000.0
15245,15200000.0
4743,6490000.0
14406,6800000.0
5949,20039760.0
14682,43000000.0
13408,7900000.0
10980,7500000.0
8080,23900000.0
14459,19545000.0
9131,19700000.0
10451,25500000.0
10505,10131589.0
3966,7300000.0
5539,7700000.0
13569,5994240.0
19156,16500000.0
2396,163579621.0
19273,6500000.0
16851,7100000.0
22480,110000000.0
400,9406920.0
6266,6252450.0
21934,12500000.0
10888,10000000.0
18466,6700000.0
22216,94244850.0
4353,9000000.0
40,6035600.0
1310,132000000.0
3650,27500000.0
2830,71990000.0
19451,7000000.0
6757,8850000.0
20931,6863333.0
14710,75000000.0
19988,11544204.0
10319,12748400.0
19554,7140017.0
22084,10500000.0
21948,27831010.0
1115,12382226.0
15569,5100000.0
17709,7000000.0
5151,7200000.0
8311,65000000.0
9959,6071850.0
23098,5700000.0
2571,11705319.0
17346,50080758.0
6694,15960000.0
5467,7000000.0
16593,6576286.0
15257,10500000.0
9805,7150000.0
8301,395577423.0
2897,9256000.0
18156,6800000.0
12856,11300000.0
3058,436050000.0
11807,7200000.0
9680,6650000.0
21751,12050010.0
23252,65000000.0
16187,8851100.0
782,19656000.0
12813,8300000.0
5228,14949920.0
11920,11018800.0
245,6999600.0
3046,41999000.0
22956,120000000.0
17276,3774350.0
22003,10600000.0
21176,15000000.0
12937,13700000.0
20660,7300000.0
12918,6600000.0
6850,11200000.0
11243,72500000.0
2213,8600000.0
2009,15053460.0
7450,3700000.0
17241,19052440.0
20732,7600000.0
20659,7259085.0
6423,10477535.0
19348,20302336.0
20322,1200000.0
9878,7643240.0
14277,8212102.0
8764,9300000.0
12087,4000000.0
20189,4650000.0
10997,10740764.0
22194,23000000.0
13972,7303596.0
17006,11000000.0
12071,26882000.0
19782,36500000.0
14959,22105089.0
11553,11444400.0
8733,8650000.0
11513,29590400.0
3497,167145390.0
12551,16270740.0
6897,35000000.0
15144,11239920.0
16338,16299000.0
10644,12548151.0
8848,5500000.0
9723,5900000.0
2994,59000000.0
11923,16248600.0
23038,12400000.0
13798,6156405.0
7494,4050000.0
5410,6490000.0
9019,23900000.0
18896,10445950.0
5763,7585200.0
21757,13754033.0
4439,16674200.0
11661,23700000.0
12162,19010661.0
16879,27990000.0
19593,9625431.0
15078,7200000.0
18764,4100000.0
20600,14720000.0
15534,28500000.0
17029,8142050.0
15255,5700000.0
317,7800000.0
16373,13400000.0
9127,19032000.0
1952,11641760.0
14233,5691840.0
998,7700000.0
16326,21990000.0
15875,41000000.0
2841,7811480.0
3451,113000000.0
9984,7524000.0
7770,26655000.0
16805,29200000.0
17360,34990000.0
1659,28021875.0
3607,7200000.0
13276,29404828.0
12214,7050000.0
982,7350000.0
2806,44550000.0
22416,51500000.0
22777,3350000.0
9606,14185344.0
232,6699000.0
21013,25300000.0
12595,23000000.0
13249,43333990.0
1933,10679088.0
707,10700000.0
23034,65800000.0
151,5500000.0
22912,9072000.0
6699,33300000.0
94,4139820.0
6230,5722108.0
10758,38500000.0
19677,20976965.0
7513,3500000.0
17329,5400000.0
15093,66000000.0
16997,13000000.0
5148,7132486.0
17399,16300551.0
21206,10990000.0
4523,8200000.0
15967,12310000.0
7885,6390720.0
3334,62150000.0
10895,5000000.0
6056,6040000.0
6641,16800800.0
10897,42248651.0
10772,60817920.0
21289,89000000.0
10565,11200000.0
14545,16670000.0
4686,15500000.0
5936,20360000.0
1183,2056000.0
22528,17809659.0
13167,6650000.0
4395,10800000.0
9592,11994971.0
2939,10969920.0
15981,13000000.0
8556,7449000.0
12083,23500000.0
10872,15031170.0
15908,12500000.0
1375,8091520.0
6868,14760000.0
13943,49000000.0
22196,25000000.0
2427,36300000.0
14743,10800000.0
5968,7100000.0
14656,67205400.0
13689,22102300.0
10571,120000000.0
22698,9635989.0
16203,11554581.0
17323,9499000.0
16964,6650000.0
8091,29800000.0
4173,5023920.0
19058,34500000.0
14772,10017440.0
21808,2850000.0
20213,5893153.0
21685,7946160.0
3518,200599200.0
5248,30358016.0
3082,64900000.0
9398,10500000.0
1570,18059333.0
1511,14245418.0
18368,78074685.0
1160,115000000.0
22040,63000000.0
13962,11411860.0
4665,44000000.0
10912,7371710.0
11193,6700000.0
11061,5700000.0
5343,9900000.0
14094,2862000.0
19615,14500000.0
10887,9990000.0
10174,5850000.0
20955,7300000.0
4776,7050000.0
5549,17490000.0
22115,46238716.0
21324,9300000.0
12867,11295480.0
9436,3052500.0
14381,11862080.0
2863,7200000.0
11283,6332940.0
15362,11394000.0
5492,7300000.0
16783,243000000.0
21707,10268702.0
5603,7131389.0
17202,10566275.0
2472,24000000.0
3834,5400000.0
3747,12897710.0
9965,6535480.0
9469,13341587.0
18870,39000000.0
10596,83275547.0
162,5703054.0
20055,6521880.0
11433,11000000.0
4502,5200000.0
11365,26023512.0
21490,16800000.0
11194,6790000.0
17716,7500000.0
9858,6350000.0
3245,34253600.0
179,5800000.0
4052,8400000.0
19661,28500000.0
11726,22676112.0
2031,17159448.0
13163,6233920.0
16667,53500000.0
10787,10377040.0
8739,8800000.0
14727,21080000.0
19366,6420000.0
21928,10700000.0
21053,8000000.0
8679,7500000.0
20831,7856952.0
14879,6115590.0
12232,6850000.0
19804,12700000.0
8400,7149051.0
18460,12300000.0
12875,48900000.0
8248,155750000.0
21593,10500000.0
12777,11500000.0
9243,6500000.0
11636,50000000.0
22144,94990000.0
6367,8426657.0
22574,7100000.0
22764,19033098.0
5133,5150000.0
3504,171000000.0
4712,22950000.0
3238,33491000.0
13435,18306918.0
19764,36000000.0
5946,19374490.0
11251,8408301.0
20340,73000000.0
14507,13400000.0
15398,14100000.0
11495,6400000.0
13277,6343584.0
11992,12341593.0
1333,17033196.0
10297,2790000.0
10631,100900000.0
20212,5879643.0
13898,8478500.0
15656,118000000.0
9449,8077200.0
4550,11221840.0
21545,99990000.0
10273,150000000.0
6019,5397700.0
11619,7745005.0
21162,9694474.0
1838,7180002.0
4938,10100000.0
17679,9700000.0
15918,49000000.0
8253,171138307.0
5534,6673066.0
18569,14916638.0
21098,5000000.0
11249,32300000.0
14639,57000000.0
1370,7824690.0
21817,6290000.0
5362,5190000.0
12442,21980200.0
10994,9500000.0
15355,9100000.0
386,9001468.0
16757,105000000.0
19633,11800000.0
3294,50000000.0
8465,23258304.0
2212,8500000.0
15443,14500000.0
11214,6681871.0
1774,19500000.0
9682,6800000.0
8010,321909640.0
8092,29800000.0
3938,6950000.0
15396,13212000.0
21819,6300000.0
5664,16397280.0
23233,32500000.0
2452,34000000.0
9204,13500000.0
2157,5950000.0
18731,6168000.0
13058,25000000.0
3453,115000000.0
2516,26900000.0
82,12500000.0
1489,13356000.0
16109,6234409.0
4777,7000000.0
5215,13600000.0
2402,30260000.0
10281,75000000.0
20840,10500000.0
13144,8300000.0
16409,23500000.0
10275,388032000.0
12912,15300000.0
20320,9000000.0
21740,10800000.0
16960,5600000.0
9976,7198320.0
17167,18700000.0
20719,10200000.0
22981,11961720.0
13233,7000000.0
1684,35283490.0
15176,5950273.0
5733,6140000.0
292,7402846.0
8242,139287825.0
3040,119900000.0
15514,75000000.0
22096,13000000.0
18043,18500000.0
19585,8745400.0
17140,9400000.0
1602,20472321.0
22332,5857066.0
18812,6600000.0
16948,11743905.0
19594,9814076.0
20593,95752238.0
10211,6300000.0
14631,77990000.0
9956,5850000.0
13804,6591900.0
9201,7430208.0
11671,249888888.0
19879,50000000.0
19759,5450000.0
4285,10200000.0
749,15741236.0
7049,15566100.0
6975,9523795.0
19151,8500000.0
6894,30342672.0
3576,38000000.0
8748,8900000.0
14567,32996258.0
17147,14800000.0
2530,47900000.0
12056,18300000.0
13073,48200000.0
12511,8600000.0
809,23183000.0
4057,8500000.0
6678,24378000.0
19249,13900000.0
5791,8450000.0
17446,11232693.0
2741,59900000.0
20896,7800000.0
9248,6700000.0
11797,16500000.0
18747,8100000.0
8539,6200000.0
9229,5800000.0
14093,17899970.0
21612,9000000.0
14863,7300000.0
9543,10694840.0
202,6177000.0
6417,10164516.0
19499,7017000.0
6046,5900000.0
2225,10700000.0
22054,12575000.0
6821,37950000.0
17628,13700000.0
12633,14491300.0
6251,5900000.0
14725,98021120.0
6774,9500000.0
19642,6800000.0
18908,7827245.0
1546,16331700.0
22696,8900000.0
13886,22500000.0
9514,5569790.0
20087,5100000.0
14070,7800000.0
54,9190000.0
14250,6798000.0
20760,9200000.0
16996,9499000.0
13075,56000000.0
10064,13500000.0
19008,95000000.0
1031,8300000.0
17253,5300000.0
3845,5500000.0
21684,7800000.0
5739,6500000.0
11746,8100000.0
16178,8500000.0
21472,10250000.0
12991,20398300.0
2922,10400000.0
16083,6900000.0
1515,14351400.0
713,11158694.0
21988,6850000.0
6258,6081300.0
12761,8800000.0
18855,9999999.0
6746,7700000.0
21117,17900000.0
10931,8500000.0
17312,7100000.0
2388,24680699.0
4946,10000000.0
14303,10044000.0
2823,10000000.0
7436,7990000.0
4117,9500000.0
18341,14500000.0
21662,13000000.0
4586,16790000.0
5922,14950000.0
16621,7000000.0
7639,24500000.0
19698,8300000.0
21116,14500000.0
9357,9350000.0
18319,25500000.0
14257,7400000.0
6716,89900000.0
12627,14900000.0
18398,7100000.0
10950,8895420.0
9267,7200000.0
6985,10071639.0
19045,18000000.0
21275,32000000.0
20550,17200000.0
4674,70847597.0
223,6640880.0
12950,24368313.0
14885,6808560.0
8028,15597000.0
11383,5950000.0
10169,5800000.0
705,10471104.0
11962,14300000.0
12751,8290190.0
12893,6000000.0
18613,33500000.0
16016,23981176.0
14609,18800000.0
4702,13500000.0
17435,16850000.0
17995,7600000.0
20937,5250240.0
19421,7600000.0
14115,6350000.0
7172,5799000.0
13751,8150000.0
52,8800000.0
21369,7800107.0
13315,6026796.0
15333,25630531.0
618,39800000.0
12464,7490000.0
1197,7802780.0
13236,7700000.0
8642,7000000.0
17295,4600800.0
16870,14067600.0
3055,179526530.0
7029,14080500.0
18822,53950000.0
21636,14504414.0
12374,266194510.0
5432,6739998.0
20360,8300000.0
15692,9832600.0
16124,12900000.0
8392,5790000.0
14222,4433220.0
8453,16300000.0
1034,8300000.0
11400,16500000.0
18064,125659800.0
5604,7150000.0
9948,5397700.0
10542,10700000.0
3577,39990000.0
1687,35526096.0
323,7896000.0
6015,5100000.0
1193,6950000.0
10627,74743850.0
12900,5900000.0
13409,8300000.0
12931,10873500.0
12513,8850000.0
6703,35466000.0
884,7990000.0
1449,10978650.0
3699,7700000.0
4356,9450000.0
3673,5191910.0
23176,6402699.0
12060,6338200.0
361,8514880.0
16865,10049920.0
17952,20034000.0
16049,7900000.0
18999,19100000.0
10600,89000000.0
5438,6750000.0
7362,15277116.0
21654,6400000.0
14181,6150000.0
14537,9105030.0
5732,6120000.0
21918,9000000.0
14450,8799598.0
15897,22500000.0
7140,29964200.0
18279,12900000.0
1271,28196639.0
6923,9300000.0
22277,5900000.0
13255,37800000.0
15878,45000000.0
8507,5470000.0
15206,9052865.0
7479,6499000.0
8451,14900000.0
9880,7700480.0
6726,11900000.0
10806,7739500.0
21442,21290000.0
9439,6200000.0
21680,7109850.0
11982,8700000.0
4274,8900000.0
20635,17100000.0
3301,52000000.0
20694,14490000.0
22270,4513945.0
14052,10150000.0
16719,11856499.0
23245,17430000.0
1954,11798740.0
14490,9317410.0
18776,17850976.0
8354,7900000.0
3155,402387050.0
15726,23500000.0
4383,31202830.0
16664,9200000.0
14635,169218000.0
1672,30057050.0
20903,8499000.0
17798,5344800.0
15681,71000000.0
3742,12058966.0
3895,6500000.0
16297,8000000.0
6563,123811400.0
16642,12746872.0
9752,6500000.0
17733,26600000.0
3682,6500000.0
14347,12177000.0
13263,15162520.0
20090,5400000.0
2565,10165480.0
20571,46500000.0
21477,13900000.0
1229,11408511.0
5535,6700000.0
1547,16268665.0
8648,7100000.0
446,10873500.0
14674,34920024.0
8046,75000000.0
5258,19151625.0
20048,4076240.0
17325,9390000.0
3956,7187041.0
1268,25908000.0
22837,7800000.0
15489,19500000.0
7236,5402110.0
23179,6650000.0
19430,5000000.0
7438,8990000.0
17021,6997740.0
18737,7243323.0
22188,16400000.0
3525,216669950.0
8048,96572892.0
18317,16500000.0
10233,30886050.0
497,65000000.0
4509,7050000.0
14619,48640400.0
3299,51500000.0
18551,20424649.0
5880,12500000.0
14294,9658152.0
3400,85000000.0
13533,9400000.0
11298,5847270.0
14774,10577875.0
17562,5800000.0
17999,20500000.0
10541,10700000.0
17422,171564664.0
1331,12423491.0
14201,8200000.0
11336,3900000.0
4984,13490000.0
16932,11976400.0
5845,10888250.0
4008,7700000.0
2178,6300000.0
4427,10650000.0
12150,11898446.0
13847,5500000.0
12284,85000000.0
9673,8500000.0
14334,6370000.0
348,8265540.0
7557,8650000.0
857,40892653.0
3964,7299000.0
13626,6890000.0
18982,21500000.0
8261,30663900.0
11863,5900000.0
10535,10500000.0
19147,5805525.0
20634,14600000.0
2123,6400000.0
17572,11800000.0
16777,120000000.0
257,7029488.0
5220,14000000.0
1802,18915939.0
6849,11193040.0
8178,5000000.0
5977,7200000.0
4517,7990000.0
4361,10800000.0
15821,225505380.0
19291,8200000.0
1218,9900000.0
8159,96572892.0
2765,78000000.0
31,4568400.0
15684,45000000.0
2591,15104588.0
21259,12300000.0
20818,15400000.0
16430,227943276.0
14370,8398838.0
17326,7000000.0
22920,11924210.0
22282,7632667.0
16340,38500000.0
2832,89990000.0
17987,6050000.0
8500,30000000.0
19314,10900000.0
18204,3650000.0
4245,6550000.0
1988,13600000.0
10819,5252496.0
5816,9637730.0
1537,15745000.0
5794,8559780.0
3794,165000000.0
4035,8150000.0
1998,14637360.0
22544,9770000.0
7062,17000000.0
6011,3750000.0
6332,7673643.0
3187,19020072.0
6750,8000000.0
1393,9097000.0
15809,158463240.0
20847,18750000.0
13488,17299000.0
9580,10650000.0
12036,10515024.0
9115,15850000.0
10581,59999999.0
22341,6163260.0
12492,5072800.0
4363,11500000.0
1015,7900000.0
22356,6700000.0
8537,6150000.0
15503,49800000.0
7820,74990000.0
3641,15328300.0
992,7500000.0
9140,21715600.0
19095,72000000.0
9071,8500000.0
9483,22089795.0
15862,31900000.0
12275,12087000.0
16250,6862950.0
8716,8400000.0
12539,7800000.0
18184,17500000.0
15412,21000000.0
1304,65000000.0
12078,9500000.0
14676,35900000.0
1332,14275867.0
17224,45000000.0
7012,12214600.0
12670,12000000.0
8057,282289992.0
2439,22256849.0
18290,25214605.0
3675,5657946.0
1922,10200000.0
7621,14404500.0
8324,30000000.0
2132,10200000.0
711,11000000.0
2182,6300000.0
14751,39000000.0
6139,5997420.0
5827,9990000.0
2437,15417864.0
2940,11019900.0
7415,39599167.0
15364,12275843.0
3636,13003274.0
8869,7250000.0
14082,20292444.0
18280,9500000.0
9890,9500720.0
21681,7296579.0
8727,8600000.0
7173,6112388.0
14089,8500000.0
12066,10854180.0
11483,10500000.0
19266,14200000.0
9542,10429936.0
14477,9690000.0
17548,18500000.0
6182,4148931.0
12779,7800000.0
13708,209250000.0
5697,14756180.0
13908,12500000.0
8582,23531200.0
15840,12700000.0
10880,9800000.0
18555,7000000.0
14559,12900000.0
1557,17000000.0
4575,15800000.0
11588,6500000.0
17165,10200000.0
21107,6650000.0
10838,7518400.0
21151,7108620.0
1225,10650000.0
14768,9200000.0
4359,9860000.0
3470,131000000.0
12712,6700000.0
16496,75217692.0
7492,3550000.0
2097,40584461.0
19056,31000000.0
16759,152368500.0
16465,34000000.0
4400,10600000.0
7011,12076400.0
13237,7950000.0
21469,9450000.0
6420,10337242.0
10624,23012400.0
5388,6090000.0
15457,41040000.0
1353,6999999.0
7405,29473184.0
13282,9187600.0
10214,4587145.0
16681,46224002.0
5778,8000000.0
20918,7500000.0
6705,28064399.0
17632,15465654.0
9604,14000000.0
519,20013934.0
3731,10900000.0
916,5600000.0
22990,17500000.0
22069,14955750.0
1016,8000000.0
13561,14952600.0
953,6900000.0
670,8727707.0
18447,13718000.0
11936,5790000.0
12957,41000000.0
22712,13150000.0
17820,8200000.0
6394,9350000.0
22347,6354650.0
18526,12490000.0
9910,7100000.0
14603,14860000.0
15197,8044200.0
12462,7400000.0
21858,6718000.0
9437,5380000.0
22047,23500000.0
4850,8450000.0
20021,49900000.0
15377,28000000.0
20863,4250000.0
9446,7200000.0
8131,75000000.0
2125,6700000.0
13735,3800000.0
4762,6800000.0
19176,10000000.0
22685,7000000.0
7733,13616000.0
6256,6025000.0
7237,5635680.0
14686,45000000.0
22754,10868949.0
22839,7927650.0
18354,20900000.0
1213,9500000.0
2760,74900000.0
4164,10480000.0
11763,11279730.0
8991,8299000.0
22723,2900000.0
18742,7709940.0
3526,219000000.0
14788,28450000.0
9558,8500000.0
17016,6522543.0
13121,5997000.0
4837,8150000.0
18265,29500000.0
21776,11434650.0
4986,19926000.0
15976,43719186.0
23071,75000000.0
19932,55000000.0
3064,50900000.0
16804,28000000.0
21920,9399000.0
20296,8233253.0
5854,11280480.0
3309,54950000.0
16538,6480000.0
10322,5110378.0
18684,5200000.0
5272,23381440.0
13444,8200000.0
1281,35990000.0
369,8666000.0
14945,11201150.0
15283,5900000.0
3358,71000000.0
13078,34991365.0
3691,7100000.0
20696,15750000.0
16286,16250000.0
18038,13750000.0
300,7450000.0
18266,37000000.0
20557,22400000.0
21230,10700000.0
16391,7600000.0
